DateTime,GPS_Lat,GPS_Long,Depth_m,Temp_C,GPS_FixQuality,GPS_n_Sat,GPS_HDoP,GPS_Altitude,GPS_T_TMG,GPS_M_TMG,GPS_SOG_N,GPS_SOG_K,GPS_MagVar
2025-09-11 11:30:10,43.0178500,-87.9036667,3.11,18.67,,,,,319.70,,0.00,,-3.10
2025-09-11 11:30:11,43.0178500,-87.9036667,3.11,18.67,,,,,353.00,,0.00,,-3.10
2025-09-11 11:30:12,43.0178500,-87.9036667,3.11,18.67,,,,,7.40,,0.00,,-3.10
2025-09-11 11:30:13,43.0178500,-87.9036667,3.11,18.67,,,,,353.20,,0.00,,-3.10
2025-09-11 11:30:14,43.0178500,-87.9036667,3.11,18.67,,,,,4.60,,0.00,,-3.10
2025-09-11 11:30:15,43.0178500,-87.9036667,3.11,18.67,,,,,345.10,,0.00,,-3.10
2025-09-11 11:30:16,43.0178500,-87.9036667,3.11,18.67,,,,,357.70,,0.00,,-3.10
2025-09-11 11:30:17,43.0178500,-87.9036667,3.11,18.68,,,,,342.20,,0.00,,-3.10
2025-09-11 11:30:18,43.0178500,-87.9036667,3.11,18.67,,,,,315.00,,0.00,,-3.10
2025-09-11 11:30:19,43.0178500,-87.9036667,3.11,18.68,,,,,0.60,,0.00,,-3.10
2025-09-11 11:30:20,43.0178500,-87.9036667,3.11,18.68,,,,,330.30,,0.00,,-3.10
2025-09-11 11:30:21,43.0178500,-87.9036667,3.11,18.68,,,,,19.60,,0.00,,-3.10
2025-09-11 11:30:22,43.0178500,-87.9036667,3.11,18.68,,,,,322.00,,0.00,,-3.10
2025-09-11 11:30:23,43.0178500,-87.9036667,3.11,18.67,,,,,173.00,,0.00,,-3.10
2025-09-11 11:30:24,43.0178500,-87.9036667,3.11,18.68,,,,,89.20,,0.00,,-3.10
2025-09-11 11:30:25,43.0178500,-87.9036667,3.11,18.68,,,,,57.30,,0.00,,-3.10
2025-09-11 11:30:26,43.0178500,-87.9036667,3.11,18.68,,,,,188.20,,0.00,,-3.10
2025-09-11 11:30:27,43.0178500,-87.9036667,3.11,18.68,,,,,38.70,,0.00,,-3.10
2025-09-11 11:30:28,43.0178500,-87.9036667,3.11,18.68,,,,,348.60,,0.00,,-3.10
2025-09-11 11:30:29,43.0178500,-87.9036667,3.11,18.68,,,,,348.20,,0.00,,-3.10
2025-09-11 11:30:30,43.0178500,-87.9036667,3.11,18.67,,,,,220.60,,0.00,,-3.10
2025-09-11 11:30:31,43.0178500,-87.9036667,3.11,18.68,,,,,31.50,,0.00,,-3.10
2025-09-11 11:30:32,43.0178500,-87.9036667,3.11,18.68,,,,,340.90,,0.00,,-3.10
2025-09-11 11:30:33,43.0178500,-87.9036667,3.11,18.67,,,,,354.40,,0.00,,-3.10
2025-09-11 11:30:34,43.0178500,-87.9036667,3.11,18.68,,,,,16.70,,0.00,,-3.10
2025-09-11 11:30:35,43.0178500,-87.9036667,3.11,18.67,,,,,322.80,,0.00,,-3.10
2025-09-11 11:30:36,43.0178500,-87.9036667,3.11,18.68,,,,,44.50,,0.00,,-3.10
2025-09-11 11:30:37,43.0178500,-87.9036667,3.11,18.68,,,,,18.30,,0.00,,-3.10
2025-09-11 11:30:38,43.0178500,-87.9036667,3.11,18.67,,,,,339.70,,0.00,,-3.10
2025-09-11 11:30:39,43.0178500,-87.9036667,3.11,18.67,,,,,20.80,,0.00,,-3.10
2025-09-11 11:30:40,43.0178500,-87.9036667,3.11,18.67,,,,,66.40,,0.00,,-3.10
2025-09-11 11:30:41,43.0178500,-87.9036667,3.11,18.67,,,,,175.50,,0.00,,-3.10
2025-09-11 11:30:42,43.0178500,-87.9036833,3.11,18.67,,,,,58.10,,0.00,,-3.10
2025-09-11 11:30:43,43.0178500,-87.9036833,3.11,18.67,,,,,24.00,,0.00,,-3.10
2025-09-11 11:30:44,43.0178500,-87.9036833,3.11,18.67,,,,,58.70,,0.00,,-3.10
2025-09-11 11:30:45,43.0178500,-87.9036833,3.11,18.67,,,,,50.70,,0.00,,-3.10
2025-09-11 11:30:46,43.0178500,-87.9036833,3.11,18.67,,,,,123.80,,0.00,,-3.10
2025-09-11 11:30:47,43.0178500,-87.9036833,3.11,18.67,,,,,96.30,,0.00,,-3.10
2025-09-11 11:30:48,43.0178500,-87.9036833,3.11,18.67,,,,,22.70,,0.00,,-3.10
2025-09-11 11:30:49,43.0178667,-87.9036833,3.11,18.67,,,,,2.10,,0.00,,-3.10
2025-09-11 11:30:50,43.0178667,-87.9036833,3.11,18.67,,,,,55.60,,0.00,,-3.10
2025-09-11 11:30:51,43.0178667,-87.9036833,3.11,18.67,,,,,64.50,,0.00,,-3.10
2025-09-11 11:30:52,43.0178667,-87.9036833,3.11,18.67,,,,,91.50,,0.00,,-3.10
2025-09-11 11:30:53,43.0178667,-87.9036833,3.11,18.67,,,,,8.10,,0.00,,-3.10
2025-09-11 11:30:54,43.0178667,-87.9036833,3.11,18.67,,,,,44.30,,0.00,,-3.10
2025-09-11 11:30:55,43.0178667,-87.9036833,3.11,18.67,,,,,28.00,,0.00,,-3.10
2025-09-11 11:30:56,43.0178667,-87.9036833,3.11,18.67,,,,,74.60,,0.00,,-3.10
2025-09-11 11:30:57,43.0178667,-87.9036833,3.11,18.68,,,,,107.20,,0.00,,-3.10
2025-09-11 11:30:58,43.0178667,-87.9036833,3.11,18.68,,,,,80.10,,0.00,,-3.10
2025-09-11 11:30:59,43.0178667,-87.9036833,3.11,18.68,,,,,14.10,,0.00,,-3.10
2025-09-11 11:31:00,43.0178667,-87.9036667,3.11,18.68,,,,,52.70,,0.00,,-3.10
2025-09-11 11:31:01,43.0178667,-87.9036667,3.11,18.68,,,,,118.90,,0.00,,-3.10
2025-09-11 11:31:02,43.0178667,-87.9036667,3.11,18.68,,,,,88.60,,0.00,,-3.10
2025-09-11 11:31:03,43.0178667,-87.9036667,3.11,18.68,,,,,48.60,,0.00,,-3.10
2025-09-11 11:31:04,43.0178667,-87.9036833,3.11,18.68,,,,,37.80,,0.00,,-3.10
2025-09-11 11:31:05,43.0178667,-87.9036833,3.11,18.68,,,,,33.30,,0.00,,-3.10
2025-09-11 11:31:06,43.0178667,-87.9036833,3.11,18.67,,,,,131.50,,0.00,,-3.10
2025-09-11 11:31:07,43.0178667,-87.9036833,3.11,18.68,,,,,49.30,,0.00,,-3.10
2025-09-11 11:31:08,43.0178667,-87.9036833,3.11,18.67,,,,,89.90,,0.00,,-3.10
2025-09-11 11:31:09,43.0178667,-87.9036833,3.11,18.68,,,,,48.50,,0.00,,-3.10
2025-09-11 11:31:10,43.0178667,-87.9036833,3.11,18.68,,,,,349.80,,0.00,,-3.10
2025-09-11 11:31:11,43.0178667,-87.9036833,3.11,18.67,,,,,156.60,,0.00,,-3.10
2025-09-11 11:31:12,43.0178667,-87.9036833,3.11,18.67,,,,,90.90,,0.00,,-3.10
2025-09-11 11:31:13,43.0178667,-87.9036833,3.11,18.67,,,,,146.00,,0.00,,-3.10
2025-09-11 11:31:14,43.0178667,-87.9036833,3.11,18.68,,,,,156.30,,0.00,,-3.10
2025-09-11 11:31:15,43.0178667,-87.9036833,3.11,18.68,,,,,67.00,,0.00,,-3.10
2025-09-11 11:31:16,43.0178667,-87.9036833,3.11,18.67,,,,,34.80,,0.00,,-3.10
2025-09-11 11:31:17,43.0178667,-87.9036833,3.11,18.67,,,,,154.10,,0.20,,-3.10
2025-09-11 11:31:18,43.0178667,-87.9036833,3.11,18.67,,,,,152.60,,0.00,,-3.10
2025-09-11 11:31:19,43.0178667,-87.9036833,3.11,18.67,,,,,162.30,,0.00,,-3.10
2025-09-11 11:31:20,43.0178667,-87.9036833,3.11,18.67,,,,,140.40,,0.00,,-3.10
2025-09-11 11:31:21,43.0178667,-87.9036833,3.11,18.67,,,,,41.40,,0.00,,-3.10
2025-09-11 11:31:22,43.0178667,-87.9036833,3.11,18.66,,,,,91.10,,0.00,,-3.10
2025-09-11 11:31:23,43.0178667,-87.9036833,3.11,18.66,,,,,174.70,,0.00,,-3.10
2025-09-11 11:31:24,43.0178667,-87.9036833,3.11,18.66,,,,,32.80,,0.00,,-3.10
2025-09-11 11:31:25,43.0178667,-87.9036833,3.11,18.67,,,,,133.00,,0.00,,-3.10
2025-09-11 11:31:26,43.0178667,-87.9036833,3.11,18.67,,,,,215.80,,0.00,,-3.10
2025-09-11 11:31:27,43.0178667,-87.9036833,3.11,18.67,,,,,59.70,,0.00,,-3.10
2025-09-11 11:31:28,43.0178667,-87.9036833,3.11,18.68,,,,,121.80,,0.00,,-3.10
2025-09-11 11:31:29,43.0178667,-87.9036833,3.11,18.67,,,,,213.70,,0.00,,-3.10
2025-09-11 11:31:30,43.0178667,-87.9036833,3.11,18.68,,,,,69.60,,0.00,,-3.10
2025-09-11 11:31:31,43.0178667,-87.9036833,3.11,18.67,,,,,149.70,,0.00,,-3.10
2025-09-11 11:31:32,43.0178667,-87.9036833,3.11,18.68,,,,,193.80,,0.00,,-3.10
2025-09-11 11:31:33,43.0178667,-87.9036833,3.11,18.68,,,,,118.30,,0.00,,-3.10
2025-09-11 11:31:34,43.0178667,-87.9036833,3.11,18.68,,,,,77.80,,0.00,,-3.10
2025-09-11 11:31:35,43.0178667,-87.9036833,3.11,18.68,,,,,169.70,,0.00,,-3.10
2025-09-11 11:31:36,43.0178667,-87.9036833,3.11,18.68,,,,,135.00,,0.00,,-3.10
2025-09-11 11:31:37,43.0178667,-87.9036833,3.11,18.67,,,,,194.40,,0.00,,-3.10
